clock_time,time_stamp,val,metric,region,location_name,host,url,script,transaction,error_message,emulation,source,unit,total_duration
2023-03-18T05:25:23Z,10000,0.363784552,min trt,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),ShowSeats_AllClasses_Open,,no_emulation,,sec,
2023-03-18T05:25:23Z,10000,34,passed transactions,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),Eshowbizz_03_BookSeats,,no_emulation,,count,
2023-03-18T05:25:23Z,10000,27,passed transactions,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),Eshowbizz_04_Buy,,no_emulation,,count,
2023-03-18T05:25:23Z,10000,45,passed transactions,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),ShowSeats_AllClasses_Open,,no_emulation,,count,
2023-03-18T05:25:23Z,10000,0.456486225,percentile 90,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),Eshowbizz_03_BookSeats,,no_emulation,,sec,
2023-03-18T05:25:23Z,10000,3.774321318,percentile 90,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),Eshowbizz_04_Buy,,no_emulation,,sec,
2023-03-18T05:25:23Z,10000,3.512110949,percentile 90,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),ShowSeats_AllClasses_Open,,no_emulation,,sec,
2023-03-18T05:25:23Z,10000,116929,throughput,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),,,no_emulation,,bytes,
2023-03-18T05:25:23Z,10000,52,vusers count,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),,,no_emulation,,count,
2023-03-18T05:25:28Z,15000,3.627758288,average trt,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),Eshowbizz_03_BookSeats,,no_emulation,,sec,36.27758288
2023-03-18T05:25:28Z,15000,3.137690807,average trt,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),Eshowbizz_04_Buy,,no_emulation,,sec,90.99303341
2023-03-18T05:25:28Z,15000,3.909725785,average trt,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),ShowSeats_AllClasses_Open,,no_emulation,,sec,70.37506413
2023-03-18T05:25:28Z,15000,7,connections,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),,,no_emulation,,count,
2023-03-18T05:25:28Z,15000,94,hits,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),,,no_emulation,,count,
2023-03-18T05:25:28Z,15000,5.071310997,max trt,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),Eshowbizz_03_BookSeats,,no_emulation,,sec,
2023-03-18T05:25:28Z,15000,5.191919804,max trt,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),Eshowbizz_04_Buy,,no_emulation,,sec,
2023-03-18T05:25:28Z,15000,4.512362242,max trt,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),ShowSeats_AllClasses_Open,,no_emulation,,sec,
2023-03-18T05:25:28Z,15000,2.318549395,min trt,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),Eshowbizz_03_BookSeats,,no_emulation,,sec,
2023-03-18T05:25:28Z,15000,0.67644906,min trt,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),Eshowbizz_04_Buy,,no_emulation,,sec,
2023-03-18T05:25:28Z,15000,3.308855772,min trt,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),ShowSeats_AllClasses_Open,,no_emulation,,sec,
2023-03-18T05:25:28Z,15000,10,passed transactions,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),Eshowbizz_03_BookSeats,,no_emulation,,count,
2023-03-18T05:25:28Z,15000,29,passed transactions,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),Eshowbizz_04_Buy,,no_emulation,,count,
2023-03-18T05:25:28Z,15000,18,passed transactions,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),ShowSeats_AllClasses_Open,,no_emulation,,count,
2023-03-18T05:25:28Z,15000,5.065313101,percentile 90,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),Eshowbizz_03_BookSeats,,no_emulation,,sec,
2023-03-18T05:25:28Z,15000,5.069532633,percentile 90,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),Eshowbizz_04_Buy,,no_emulation,,sec,
2023-03-18T05:25:28Z,15000,4.512310505,percentile 90,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),ShowSeats_AllClasses_Open,,no_emulation,,sec,
2023-03-18T05:25:28Z,15000,177822,throughput,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),,,no_emulation,,bytes,
2023-03-18T05:25:28Z,15000,30,vusers count,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),,,no_emulation,,count,
2023-03-18T05:25:33Z,20000,2.690661267,average trt,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),Eshowbizz_03_BookSeats,,no_emulation,,sec,51.12256408
2023-03-18T05:25:33Z,20000,1.500727722,average trt,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),Eshowbizz_04_Buy,,no_emulation,,sec,31.51528215
2023-03-18T05:25:33Z,20000,-11,connections,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),,,no_emulation,,count,
2023-03-18T05:25:33Z,20000,59,hits,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),,,no_emulation,,count,
2023-03-18T05:25:33Z,20000,2.1,lg health cpu,on-premise,on-premise,EC2AMAZ-2O3HKBP-172.31.11.184,,,,,,injector-t_844328448-job-22-location-on-premise-node-0,percent,
2023-03-18T05:25:33Z,20000,24.23,lg health disk,on-premise,on-premise,EC2AMAZ-2O3HKBP-172.31.11.184,,,,,,injector-t_844328448-job-22-location-on-premise-node-0,percent,
2023-03-18T05:25:33Z,20000,13.28,lg health memory,on-premise,on-premise,EC2AMAZ-2O3HKBP-172.31.11.184,,,,,,injector-t_844328448-job-22-location-on-premise-node-0,percent,
2023-03-18T05:25:33Z,20000,5.897447586,max trt,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),Eshowbizz_03_BookSeats,,no_emulation,,sec,
2023-03-18T05:25:33Z,20000,2.549710274,max trt,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),Eshowbizz_04_Buy,,no_emulation,,sec,
2023-03-18T05:25:33Z,20000,1.237375259,min trt,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),Eshowbizz_03_BookSeats,,no_emulation,,sec,
2023-03-18T05:25:33Z,20000,0.603618145,min trt,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),Eshowbizz_04_Buy,,no_emulation,,sec,
2023-03-18T05:25:33Z,20000,19,passed transactions,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),Eshowbizz_03_BookSeats,,no_emulation,,count,
2023-03-18T05:25:33Z,20000,21,passed transactions,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),Eshowbizz_04_Buy,,no_emulation,,count,
2023-03-18T05:25:33Z,20000,5.632465124,percentile 90,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),Eshowbizz_03_BookSeats,,no_emulation,,sec,
2023-03-18T05:25:33Z,20000,2.465640545,percentile 90,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),Eshowbizz_04_Buy,,no_emulation,,sec,
2023-03-18T05:25:33Z,20000,99520,throughput,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),,,no_emulation,,bytes,
2023-03-18T05:25:33Z,20000,8,vusers count,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),,,no_emulation,,count,
2023-03-18T05:25:38Z,25000,1.785692692,average trt,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),Eshowbizz_04_Buy,,no_emulation,,sec,3.571385384
2023-03-18T05:25:38Z,25000,-6,connections,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),,,no_emulation,,count,
2023-03-18T05:25:38Z,25000,3,hits,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),,,no_emulation,,count,
2023-03-18T05:25:38Z,25000,2.41010952,max trt,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),Eshowbizz_04_Buy,,no_emulation,,sec,
2023-03-18T05:25:38Z,25000,1.161275864,min trt,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),Eshowbizz_04_Buy,,no_emulation,,sec,
2023-03-18T05:25:38Z,25000,2,passed transactions,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),Eshowbizz_04_Buy,,no_emulation,,count,
2023-03-18T05:25:38Z,25000,2.41010952,percentile 90,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),Eshowbizz_04_Buy,,no_emulation,,sec,
2023-03-18T05:25:38Z,25000,11340,throughput,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),,,no_emulation,,bytes,
2023-03-18T05:25:38Z,25000,0,vusers count,on-premise,on-premise,,,84_eShowBizz_02_CWS_Book_Buy (1),,,no_emulation,,count,
